Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Fiji,FJI,"Population ages 0-14, total",SP.POP.0014.TO,259265,259497,260178,260739,..
Fiji,FJI,"Population ages 15-64, total",SP.POP.1564.TO,566167,568080,570845,574597,..
Fiji,FJI,"Population ages 65 and above, total",SP.POP.65UP.TO,43195,44822,46436,48147,..
Finland,FIN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.3946542332026,16.3338646451715,16.2511650912268,16.1451829725838,..
Finland,FIN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.3609687943454,62.8751810070842,62.4700823080137,62.134029481894,..
Finland,FIN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,20.244376972452,20.7909543477442,21.2787526007594,21.7207875455222,..
Finland,FIN,"Population ages 0-14, total",SP.POP.0014.TO,898350,897595,895149,890899,..
Finland,FIN,"Population ages 15-64, total",SP.POP.1564.TO,3471884,3455182,3440986,3428587,..
Finland,FIN,"Population ages 65 and above, total",SP.POP.65UP.TO,1109297,1142526,1172079,1198564,..
France,FRA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,18.3524122929505,18.24553057454,18.1098266879217,17.9564644444787,..
France,FRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.7664724171957,62.4703444983481,62.2211765433074,62.0089108085333,..
France,FRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,18.8811152898537,19.2841249271119,19.6689967687709,20.0346247469881,..
France,FRA,"Population ages 0-14, total",SP.POP.0014.TO,12221489,12198919,12109162,12028541,..
France,FRA,"Population ages 15-64, total",SP.POP.1564.TO,41798307,41767527,41604279,41538060,..
France,FRA,"Population ages 65 and above, total",SP.POP.65UP.TO,12573570,12893321,13151703,13420643,..
French Polynesia,PYF,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.6200407141079,23.124829281617,22.8871938631375,22.7618941295525,..
French Polynesia,PYF,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.1316032278379,69.3187653646545,69.2034103338621,68.9475977657655,..
French Polynesia,PYF,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.24835605805422,7.55640535372849,7.90939580300034,8.29050810468202,..
French Polynesia,PYF,"Population ages 0-14, total",SP.POP.0014.TO,64512,63495,63192,63205,..
French Polynesia,PYF,"Population ages 15-64, total",SP.POP.1564.TO,188815,190332,191073,191453,..
French Polynesia,PYF,"Population ages 65 and above, total",SP.POP.65UP.TO,19797,20748,21838,23021,..
Gabon,GAB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.3328585819275,36.5886189016935,36.8221392342104,37.0258696960045,..
Gabon,GAB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.0405301470566,59.8055255486776,59.5932435855277,59.4102228356395,..
Gabon,GAB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.62661127101596,3.60585554962889,3.58461718026194,3.56390746835592,..
Gabon,GAB,"Population ages 0-14, total",SP.POP.0014.TO,707650,734653,760312,784680,..
Gabon,GAB,"Population ages 15-64, total",SP.POP.1564.TO,1169401,1200819,1230495,1259066,..
Gabon,GAB,"Population ages 65 and above, total",SP.POP.65UP.TO,70635,72401,74016,75529,..
"Gambia, The",GMB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.5037538473339,44.4533989472979,44.3758020388556,44.2687450605107,..
"Gambia, The",GMB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.8426164747394,52.9075405186084,53.0073097612392,53.141274000107,..
"Gambia, The",GMB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.65362967792661,2.6390605340937,2.61688819990524,2.58998093938232,..
"Gambia, The",GMB,"Population ages 0-14, total",SP.POP.0014.TO,928286,955365,982433,1009373,..
"Gambia, The",GMB,"Population ages 15-64, total",SP.POP.1564.TO,1102223,1137057,1173526,1211675,..
"Gambia, The",GMB,"Population ages 65 and above, total",SP.POP.65UP.TO,55351,56717,57935,59054,..
Georgia,GEO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,18.966359134264,19.2505447708227,19.5291210452424,19.7952406005383,..
Georgia,GEO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.6847158789747,66.2513541446164,65.7973525687527,65.3392679684092,..
Georgia,GEO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.3489249867613,14.4981010845609,14.6735263860049,14.8654914310525,..
Georgia,GEO,"Population ages 0-14, total",SP.POP.0014.TO,706549,717565,728046,738560,..
Georgia,GEO,"Population ages 15-64, total",SP.POP.1564.TO,2484190,2469523,2452928,2437808,..
Georgia,GEO,"Population ages 65 and above, total",SP.POP.65UP.TO,534537,540417,547030,554631,..
Germany,DEU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,13.2169387291157,13.3152990382434,13.4506883625113,13.6210301045356,..
Germany,DEU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.5644705515865,65.3959908493306,65.177823589612,64.9170079001335,..
Germany,DEU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,21.2185907192979,21.288710112426,21.3714880478767,21.4619619953309,..
Germany,DEU,"Population ages 0-14, total",SP.POP.0014.TO,10796469,10964972,11117936,11295637,..
Germany,DEU,"Population ages 15-64, total",SP.POP.1564.TO,53557394,53852728,53874035,53834326,..
Germany,DEU,"Population ages 65 and above, total",SP.POP.65UP.TO,17332748,17530969,17665031,17797959,..
Ghana,GHA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.1917185786811,38.0227017501789,37.8200306887033,37.5960615850344,..
Ghana,GHA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,58.8044901102204,58.9466028390968,59.1301639529467,59.3350404080317,..
Ghana,GHA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.00379131109847,3.03069541072423,3.04980535834993,3.06889800693396,..
Ghana,GHA,"Population ages 0-14, total",SP.POP.0014.TO,10636090,10829605,11013749,11191260,..
Ghana,GHA,"Population ages 15-64, total",SP.POP.1564.TO,16376583,16789140,17219574,17662326,..
Ghana,GHA,"Population ages 65 and above, total",SP.POP.65UP.TO,836532,863201,888148,913522,..
Gibraltar,GIB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..
Gibraltar,GIB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..
Gibraltar,GIB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Gibraltar,GIB,"Population ages 0-14, total",SP.POP.0014.TO,..,..,..,..,..
Gibraltar,GIB,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..
Gibraltar,GIB,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..
Greece,GRC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,14.5598442740214,14.3552750140483,14.2048072510869,14.0712448654023,..
Greece,GRC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.6191514810385,64.5147682306055,64.3958389509388,64.2734830567542,..
Greece,GRC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,20.8210042449401,21.1299567553462,21.3993537979744,21.6552720778435,..
Greece,GRC,"Population ages 0-14, total",SP.POP.0014.TO,1575504,1546920,1527681,1509516,..
Greece,GRC,"Population ages 15-64, total",SP.POP.1564.TO,6992363,6952093,6925566,6895046,..
Greece,GRC,"Population ages 65 and above, total",SP.POP.65UP.TO,2253017,2276958,2301432,2323106,..
Greenland,GRL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..
Greenland,GRL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..
Greenland,GRL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Greenland,GRL,"Population ages 0-14, total",SP.POP.0014.TO,..,..,..,..,..
Greenland,GRL,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..
Greenland,GRL,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..
Grenada,GRD,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.2410879661311,23.2330561123153,23.3643595432653,23.5612898594936,..
Grenada,GRD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.1739705654249,67.1633669203073,67.0319461731335,66.8168033448777,..
Grenada,GRD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.58494146844406,9.60357696737741,9.60369428360121,9.62190679562869,..
Grenada,GRD,"Population ages 0-14, total",SP.POP.0014.TO,25472,25617,25905,26260,..
Grenada,GRD,"Population ages 15-64, total",SP.POP.1564.TO,73622,74055,74321,74470,..
Grenada,GRD,"Population ages 65 and above, total",SP.POP.65UP.TO,10505,10589,10648,10724,..
Guam,GUM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.5342811069304,25.1995998797184,24.8330604269514,24.4637083152357,..
Guam,GUM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.6002669088617,65.6142030426324,65.6539709400357,65.6863809661696,..
Guam,GUM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.86545198420789,9.18619707764911,9.51296863301295,9.84991071859466,..
Guam,GUM,"Population ages 0-14, total",SP.POP.0014.TO,41328,41063,40796,40553,..
Guam,GUM,"Population ages 15-64, total",SP.POP.1564.TO,106176,106919,107857,108887,..
Guam,GUM,"Population ages 65 and above, total",SP.POP.65UP.TO,14349,14969,15628,16328,..
Guatemala,GTM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.2316795846332,35.6598860187338,35.0508927890502,34.4353953933618,..
Guatemala,GTM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.2610003095537,59.7478598059853,60.2527879150835,60.7525320983504,..
Guatemala,GTM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.50732010581311,4.59225417528087,4.69631929586632,4.81207250828785,..
Guatemala,GTM,"Population ages 0-14, total",SP.POP.0014.TO,5888528,5913500,5928836,5939351,..
Guatemala,GTM,"Population ages 15-64, total",SP.POP.1564.TO,9631352,9908023,10191721,10478479,..
Guatemala,GTM,"Population ages 65 and above, total",SP.POP.65UP.TO,732549,761536,794379,829977,..
Guinea,GIN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,45.0337506149358,44.6443386930227,44.2483662134694,43.8501733445473,..
Guinea,GIN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.0865217272645,52.465734554428,52.8448142488941,53.2238042069734,..
Guinea,GIN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.8797276577997,2.88992675254926,2.90681953763653,2.92602244847935,..
Guinea,GIN,"Population ages 0-14, total",SP.POP.0014.TO,5148298,5240549,5339689,5443700,..
Guinea,GIN,"Population ages 15-64, total",SP.POP.1564.TO,5954577,6158659,6377069,6607372,..
Guinea,GIN,"Population ages 65 and above, total",SP.POP.65UP.TO,329213,339232,350782,363246,..
Guinea-Bissau,GNB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.6774779213931,42.5983961293464,42.4860719472471,42.3391522075139,..
Guinea-Bissau,GNB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.6510998720932,54.683753375994,54.7423754680291,54.8371314563334,..
Guinea-Bissau,GNB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.67142220651369,2.71785049465956,2.77155258472386,2.82371633615269,..
Guinea-Bissau,GNB,"Population ages 0-14, total",SP.POP.0014.TO,741394,759290,776707,793567,..
Guinea-Bissau,GNB,"Population ages 15-64, total",SP.POP.1564.TO,949400,974703,1000771,1027817,..
Guinea-Bissau,GNB,"Population ages 65 and above, total",SP.POP.65UP.TO,46408,48444,50668,52925,..
Guyana,GUY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.3323708159159,28.9614036361374,28.5752984306431,28.214545202476,..
Guyana,GUY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.9248402464323,65.0657014550772,65.2175763845711,65.335183554427,..
Guyana,GUY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.74278893765181,5.97289490878543,6.20712518478578,6.45027124309697,..
Guyana,GUY,"Population ages 0-14, total",SP.POP.0014.TO,225106,223398,221522,219792,..
Guyana,GUY,"Population ages 15-64, total",SP.POP.1564.TO,498254,501895,505580,508964,..
Guyana,GUY,"Population ages 65 and above, total",SP.POP.65UP.TO,44072,46073,48119,50248,..
Haiti,HTI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,34.3746394525869,34.0025664277669,33.6244485022626,33.242244257891,..
Haiti,HTI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.9877461095473,61.2677525860311,61.5401180401382,61.8083518936764,..
Haiti,HTI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.63761443786579,4.72968098620199,4.83543345759921,4.94940384843253,..
Haiti,HTI,"Population ages 0-14, total",SP.POP.0014.TO,3676554,3685868,3692760,3697593,..
Haiti,HTI,"Population ages 15-64, total",SP.POP.1564.TO,6522970,6641406,6758561,6875052,..
Haiti,HTI,"Population ages 65 and above, total",SP.POP.65UP.TO,496018,512696,531045,550531,..
Honduras,HND,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.7222355610432,33.0004384737231,32.3450927472473,31.7408815333097,..
Honduras,HND,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.946505377642,62.5590469857224,63.0940799424076,63.5685008076122,..
Honduras,HND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.33125906131473,4.4405145405545,4.56082731034521,4.69061765907812,..
Honduras,HND,"Population ages 0-14, total",SP.POP.0014.TO,3073079,3059403,3049823,3043164,..
Honduras,HND,"Population ages 15-64, total",SP.POP.1564.TO,5645133,5799721,5949149,6094644,..
Honduras,HND,"Population ages 65 and above, total",SP.POP.65UP.TO,394704,411671,430041,449714,..
"Hong Kong SAR, China",HKG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,11.1675542263035,11.1976433628741,11.475226523003,11.9008970757204,..
"Hong Kong SAR, China",HKG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,73.6460610331539,73.0503667956919,72.2183062832435,71.2240545977674,..
"Hong Kong SAR, China",HKG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.1863847405426,15.7519898414339,16.3064671937536,16.8750483265122,..
"Hong Kong SAR, China",HKG,"Population ages 0-14, total",SP.POP.0014.TO,814260,821526,848214,886736,..
"Hong Kong SAR, China",HKG,"Population ages 15-64, total",SP.POP.1564.TO,5369755,5359413,5338161,5306904,..
"Hong Kong SAR, China",HKG,"Population ages 65 and above, total",SP.POP.65UP.TO,1107285,1155660,1205325,1257360,..
Hungary,HUN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,14.4486206324186,14.3710201246286,14.3722655591988,14.4119922134424,..
Hungary,HUN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.0825774553553,67.626637000505,67.0498733635751,66.4302824033255,..
Hungary,HUN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,17.4688019122261,18.0023428748664,18.5778610772262,19.1577253832321,..
Hungary,HUN,"Population ages 0-14, total",SP.POP.0014.TO,1422182,1410375,1406752,1407877,..
Hungary,HUN,"Population ages 15-64, total",SP.POP.1564.TO,6701387,6636894,6562819,6489431,..
Hungary,HUN,"Population ages 65 and above, total",SP.POP.65UP.TO,1719459,1766754,1818395,1871477,..
Iceland,ISL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.3129210914387,20.1444284570417,19.9896528934517,19.8323201064408,..
Iceland,ISL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.9729350811372,65.7877943203916,65.5848059020374,65.3725873369903,..
Iceland,ISL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.714143827424,14.0677772225667,14.4255412045109,14.7950925565689,..
Iceland,ISL,"Population ages 0-14, total",SP.POP.0014.TO,67198,67572,68644,70122,..
Iceland,ISL,"Population ages 15-64, total",SP.POP.1564.TO,218248,220678,225218,231140,..
Iceland,ISL,"Population ages 65 and above, total",SP.POP.65UP.TO,45368,47189,49537,52312,..
India,IND,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.4412002868341,27.9324323846537,27.4786995727277,27.0533018530221,..
India,IND,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.9441640546302,66.2742624652675,66.538187109893,66.7667424975064,..
India,IND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.61463565853567,5.79330515007887,5.98311331737929,6.17995564947149,..
India,IND,"Population ages 0-14, total",SP.POP.0014.TO,372623069,369967745,367846040,365927649,..
India,IND,"Population ages 15-64, total",SP.POP.1564.TO,863969050,877808961,890719320,903098528,..
India,IND,"Population ages 65 and above, total",SP.POP.65UP.TO,73560284,76732882,80093475,83591151,..
Indonesia,IDN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.4509726744832,27.2326833425639,26.9149014961264,26.5511973052634,..
Indonesia,IDN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.1655921852769,67.2429803958788,67.4031501634853,67.5916370820079,..
Indonesia,IDN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.38343514023989,5.52433626155731,5.68194834038824,5.85716561272863,..
Indonesia,IDN,"Population ages 0-14, total",SP.POP.0014.TO,70928717,71228234,71229180,71067847,..
Indonesia,IDN,"Population ages 15-64, total",SP.POP.1564.TO,173544644,175876857,178379664,180918098,..
Indonesia,IDN,"Population ages 65 and above, total",SP.POP.65UP.TO,13909895,14449135,15037043,15677491,..
"Iran, Islamic Rep.",IRN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.8804548960684,24.0328498361237,24.2478436298895,24.4765586602319,..
"Iran, Islamic Rep.",IRN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,70.3118532200932,70.0525811997687,69.7134511301508,69.3388675341431,..
"Iran, Islamic Rep.",IRN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.80769188383842,5.91456896410762,6.03870523995975,6.18457380562499,..
"Iran, Islamic Rep.",IRN,"Population ages 0-14, total",SP.POP.0014.TO,18744298,19121500,19561693,20021891,..
"Iran, Islamic Rep.",IRN,"Population ages 15-64, total",SP.POP.1564.TO,55189331,55736647,56240595,56719380,..
"Iran, Islamic Rep.",IRN,"Population ages 65 and above, total",SP.POP.65UP.TO,4558586,4705869,4871662,5058998,..
Iraq,IRQ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.3106302689053,39.1012506967921,38.7744678616478,38.3865654011074,..
Iraq,IRQ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.5857407545728,57.7478285542845,57.9941922277341,58.2898349360976,..
Iraq,IRQ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.1036289765219,3.15092074892343,3.23133991061807,3.32359966279505,..
Iraq,IRQ,"Population ages 0-14, total",SP.POP.0014.TO,13983680,14315215,14560891,14753339,..
Iraq,IRQ,"Population ages 15-64, total",SP.POP.1564.TO,20484550,21141845,21778432,22402882,..
Iraq,IRQ,"Population ages 65 and above, total",SP.POP.65UP.TO,1104031,1153572,1213458,1277379,..
Ireland,IRL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,21.8727007958215,21.7553253677398,21.6032763908872,21.4064195870662,..
Ireland,IRL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.3362278811587,65.0970797390593,64.890068519016,64.7277787116415,..
Ireland,IRL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,12.7910713230197,13.1475948932009,13.5066550900967,13.8658017012923,..
Ireland,IRL,"Population ages 0-14, total",SP.POP.0014.TO,1028445,1034539,1038553,1038962,..
Ireland,IRL,"Population ages 15-64, total",SP.POP.1564.TO,3072081,3095584,3119517,3141567,..
Ireland,IRL,"Population ages 65 and above, total",SP.POP.65UP.TO,601431,625212,649317,672978,..
Isle of Man,IMN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..
Isle of Man,IMN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..
Isle of Man,IMN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Isle of Man,IMN,"Population ages 0-14, total",SP.POP.0014.TO,..,..,..,..,..
Isle of Man,IMN,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..
Isle of Man,IMN,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..
Israel,ISR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.861086496317,27.9283658805633,27.9446442971777,27.9252464589938,..
Israel,ISR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.9126288307687,60.6010739938476,60.3299090424763,60.0977675160436,..
Israel,ISR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.2262846729143,11.4705601255891,11.725446660346,11.9769860249625,..
Israel,ISR,"Population ages 0-14, total",SP.POP.0014.TO,2334787,2386758,2434901,2480823,..
Israel,ISR,"Population ages 15-64, total",SP.POP.1564.TO,5104539,5178968,5256726,5338965,..
Israel,ISR,"Population ages 65 and above, total",SP.POP.65UP.TO,940774,980274,1021673,1064011,..
Italy,ITA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,13.7153723233859,13.6046648487564,13.4750705252017,13.3291160906398,..
Italy,ITA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.3359820070799,64.160474265558,64.0252405238968,63.9192043068525,..
Italy,ITA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,21.9486456695341,22.2348608856856,22.4996889509015,22.7516796025077,..
Italy,ITA,"Population ages 0-14, total",SP.POP.0014.TO,8329425,8248168,8157364,8054956,..
Italy,ITA,"Population ages 15-64, total",SP.POP.1564.TO,39071616,38898890,38758774,38627195,..
Italy,ITA,"Population ages 65 and above, total",SP.POP.65UP.TO,13329540,13480440,13620571,13749132,..
Jamaica,JAM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.5989565624048,24.3039106252899,24.0142246361331,23.7500966830639,..
Jamaica,JAM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.8903131454251,67.0954113843473,67.2924438382278,67.4532607662342,..
Jamaica,JAM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.51073029217014,8.60067799036279,8.69333152563913,8.79664255070196,..
Jamaica,JAM,"Population ages 0-14, total",SP.POP.0014.TO,711161,706329,701420,697031,..
Jamaica,JAM,"Population ages 15-64, total",SP.POP.1564.TO,1933813,1949952,1965513,1979655,..
Jamaica,JAM,"Population ages 65 and above, total",SP.POP.65UP.TO,246047,249956,253919,258169,..
Japan,JPN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,12.9893829152797,12.9143600079412,12.8143904375377,12.6968488090205,..
Japan,JPN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.9912848236834,60.4938234789163,60.0761301376108,59.7267812806245,..
Japan,JPN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,26.0193322610369,26.5918165131425,27.1094794248515,27.576369910355,..
Japan,JPN,"Population ages 0-14, total",SP.POP.0014.TO,16514831,16400528,16246827,16065209,..
Japan,JPN,"Population ages 15-64, total",SP.POP.1564.TO,77544929,76823835,76168000,75571759,..
Japan,JPN,"Population ages 65 and above, total",SP.POP.65UP.TO,33081239,33770147,34370970,34892133,..
Jordan,JOR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,35.9767335827962,35.46191730078,34.8862228834041,34.2454902091433,..
Jordan,JOR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.2676393381589,60.7565965682836,61.303517744971,61.9080193928583,..
Jordan,JOR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.75562707904485,3.78148613093642,3.81025937162491,3.84649039799834,..
Jordan,JOR,"Population ages 0-14, total",SP.POP.0014.TO,3333811,3387133,3411584,3409485,..
Jordan,JOR,"Population ages 15-64, total",SP.POP.1564.TO,5584746,5803146,5994977,6163569,..
Jordan,JOR,"Population ages 65 and above, total",SP.POP.65UP.TO,348018,361187,372612,382957,..
Kazakhstan,KAZ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.6982058290864,27.3075039786268,27.9148600452245,28.4605497778393,..
Kazakhstan,KAZ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.5429794737269,65.7740682874074,64.9483167025433,64.1476039511304,..
Kazakhstan,KAZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.75881469718671,6.91842773396588,7.1368232522322,7.39184627103032,..
Kazakhstan,KAZ,"Population ages 0-14, total",SP.POP.0014.TO,4683614,4859112,5035220,5201592,..
Kazakhstan,KAZ,"Population ages 15-64, total",SP.POP.1564.TO,11673506,11703874,11715232,11723936,..
Kazakhstan,KAZ,"Population ages 65 and above, total",SP.POP.65UP.TO,1185686,1231069,1287324,1350971,..
Kenya,KEN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,41.4432448111814,40.9019501816192,40.3500123513719,39.7821669340692,..
Kenya,KEN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.4557151693827,56.9216999411272,57.3938820427461,57.8786464540153,..
Kenya,KEN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.10104001943593,2.17634987725358,2.25610560588208,2.33918661191556,..
Kenya,KEN,"Population ages 0-14, total",SP.POP.0014.TO,19842336,20063096,20264371,20445253,..
Kenya,KEN,"Population ages 15-64, total",SP.POP.1564.TO,27030057,27921054,28824053,29745579,..
Kenya,KEN,"Population ages 65 and above, total",SP.POP.65UP.TO,1005943,1067536,1133049,1202178,..
Kiribati,KIR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,35.0058595510682,34.9116632896093,35.1460256837015,35.5399794556613,..
Kiribati,KIR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.4432525015776,61.3940137215172,61.0294504108341,60.5073933722928,..
Kiribati,KIR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.55088794735419,3.69432298887349,3.82452390546436,3.95262717204589,..
Kiribati,KIR,"Population ages 0-14, total",SP.POP.0014.TO,38832,39284,40122,41172,..
Kiribati,KIR,"Population ages 15-64, total",SP.POP.1564.TO,68159,69083,69670,70096,..
Kiribati,KIR,"Population ages 65 and above, total",SP.POP.65UP.TO,3939,4157,4366,4579,..
"Korea, Dem. People’s Rep.",PRK,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,20.9187179727566,20.701471273624,20.4528226206826,20.2021135043815,..
"Korea, Dem. People’s Rep.",PRK,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.3612008942404,69.6297979288093,70.0354485333659,70.4633660858305,..
"Korea, Dem. People’s Rep.",PRK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.72008113300307,9.66873079756667,9.51172884595156,9.33452040978796,..
"Korea, Dem. People’s Rep.",PRK,"Population ages 0-14, total",SP.POP.0014.TO,5268135,5239075,5201150,5161603,..
"Korea, Dem. People’s Rep.",PRK,"Population ages 15-64, total",SP.POP.1564.TO,17467809,17621731,17810004,18003262,..
"Korea, Dem. People’s Rep.",PRK,"Population ages 65 and above, total",SP.POP.65UP.TO,2447889,2446938,2418831,2384953,..
